customer_txn_count_60m,customer_amount_mean_prior,amount_deviation_ratio,is_new_device,is_new_merchant,location_shift,customer_device_degree,customer_merchant_degree,device_customer_degree,merchant_customer_degree,shared_device_customer_count,relationship_risk_score,is_fraud
10,33.05,1.6484,1,0,1,3,9,6,18,1,0.8349,1
2,63.21,-0.3973,0,0,0,0,3,2,5,1,0.0722,0
3,110.53,-0.2398,0,1,0,2,1,1,3,0,0.0033,0
2,85.18,0.2602,0,0,0,1,2,1,5,0,0.0872,0
2,66.45,0.2948,0,0,0,2,0,0,5,0,0.05,0
1,93.54,-0.0821,0,0,0,2,4,0,5,2,0.0583,0
1,13.87,-1.0,0,0,0,1,1,1,7,0,0.0274,0
1,2.96,-1.0,0,0,0,1,2,2,6,0,0.0829,0
0,35.89,-0.2237,0,0,0,0,4,0,8,0,0.3126,0
0,69.86,0.1454,0,0,0,1,4,2,4,1,0.1535,0
0,34.3,0.0518,0,1,0,2,0,4,5,0,0.5305,0
1,59.35,0.8965,0,0,0,1,2,1,4,0,0.1111,0
1,64.12,0.5283,1,0,0,3,5,3,1,1,0.0338,0
3,71.27,0.0825,0,1,0,2,2,1,6,0,0.3224,0
1,46.04,0.4705,0,1,0,3,4,1,4,0,0.1519,0
3,43.28,0.0192,0,0,0,4,3,3,2,0,0.0179,0
0,66.76,0.3262,0,0,0,1,2,1,4,1,0.0431,0
2,30.54,0.136,0,0,1,2,2,0,3,1,0.1048,0
1,65.04,-0.1781,0,0,0,2,6,0,7,0,0.0282,0
0,100.19,0.4447,0,0,0,0,2,1,8,0,0.0073,0
2,10.82,0.5051,0,0,0,0,6,0,5,0,0.0043,0
1,161.32,-0.958,0,0,0,2,2,0,7,0,0.1052,0
1,79.92,-0.5428,0,0,0,2,1,1,3,0,0.0721,0
2,89.18,-0.1122,0,0,0,2,3,0,6,0,0.2465,0
1,52.86,-0.5016,1,0,0,2,3,1,5,0,0.1309,0
2,34.03,0.763,0,0,0,3,3,0,5,2,0.0021,0
2,22.28,1.8793,0,0,0,0,5,2,5,0,0.0068,0
2,29.31,0.9705,0,0,0,0,2,1,4,0,0.1358,0
1,33.59,-0.6452,0,0,0,2,4,0,2,0,0.0059,0
0,29.22,-0.4889,0,1,0,0,3,1,6,0,0.0855,0
0,13.31,0.7013,1,0,0,2,5,1,8,0,0.0472,0
0,164.6,1.0016,0,1,0,3,1,0,7,0,0.0169,0
1,27.77,-1.0,0,0,1,0,5,1,0,0,0.0231,0
1,61.9,-0.1173,0,0,0,1,3,2,4,1,0.0589,0
0,19.08,-1.0,0,0,0,0,2,2,5,1,0.0802,0
2,35.67,-0.1374,0,0,0,1,9,2,3,1,0.267,0
3,114.03,-0.5387,0,0,0,0,1,0,5,0,0.0834,0
1,78.47,0.0698,1,0,0,0,3,1,4,0,0.041,0
4,66.03,-0.086,0,0,0,2,1,0,5,0,0.0056,0
2,71.1,-0.31,0,0,0,0,6,1,4,0,0.0561,0
1,36.05,0.1463,0,0,0,1,4,1,2,0,0.3515,0
2,92.89,-0.9112,0,0,0,3,2,0,10,1,0.0209,0
3,43.9,-0.6513,0,0,0,0,3,0,7,0,0.02,0
8,183.51,2.7478,1,1,1,8,8,6,10,3,0.9415,1
0,54.12,-0.2041,0,1,0,3,3,0,3,0,0.0063,0
1,70.3,0.215,0,0,0,0,0,0,7,0,0.2142,0
2,74.78,-0.1429,0,0,0,1,0,1,2,0,0.0302,0
2,42.37,-0.9512,0,0,0,0,1,0,4,0,0.0121,0
2,23.79,-0.9836,0,1,0,0,5,2,4,0,0.0054,0
5,179.17,1.0636,1,0,0,2,9,6,21,2,0.9088,1
7,96.91,3.1248,0,1,1,2,7,3,11,4,0.6594,1
1,14.87,1.0409,0,0,0,1,5,1,6,1,0.2633,0
2,43.67,-1.0,0,0,0,1,4,1,5,0,0.0005,0
5,39.83,1.4948,0,0,0,0,3,1,6,0,0.0212,0
3,61.98,0.2271,1,0,1,1,2,2,5,0,0.0011,0
1,63.33,-0.282,0,0,0,0,3,0,4,0,0.1029,0
2,6.72,0.2472,0,0,0,1,2,1,7,0,0.0058,0
1,33.93,1.4484,0,0,0,3,3,0,4,0,0.0593,0
1,66.32,-0.3925,0,0,0,2,2,2,6,1,0.0828,0
3,47.53,-0.0523,0,0,0,2,2,1,3,0,0.5285,0
2,12.21,1.3702,0,0,0,4,4,1,5,0,0.0,0
1,56.95,0.9219,1,0,0,1,3,2,0,0,0.1811,0
4,27.75,-0.6205,0,0,0,5,2,1,7,1,0.1421,0
1,93.05,-0.7531,0,0,0,0,3,2,6,0,0.0475,0
1,54.56,1.1286,0,1,0,1,1,0,7,0,0.1004,0
4,31.0,-1.0,0,0,0,2,3,3,6,1,0.0005,0
4,22.38,1.5101,0,0,0,1,2,1,5,0,0.2011,0
0,81.79,-1.0,0,0,0,1,3,2,5,1,0.1267,0
1,47.75,0.5817,0,1,0,1,6,1,9,1,0.019,0
10,84.97,1.0832,1,0,1,0,10,2,25,2,0.4969,1
2,41.55,0.9577,0,0,0,3,1,1,8,0,0.2722,0
8,193.14,3.0246,1,0,0,6,6,3,14,3,0.5555,1
2,5.84,1.7251,0,0,0,1,2,4,4,0,0.1823,0
7,168.56,3.7102,1,1,1,1,16,4,17,1,0.6374,1
0,66.35,-0.3976,0,0,0,2,6,0,1,0,0.0082,0
1,5.25,0.1119,0,0,0,0,5,1,3,1,0.4221,0
0,189.2,-1.0,0,0,0,0,3,3,8,1,0.055,0
0,58.21,1.2129,0,1,0,2,5,0,5,0,0.0052,0
1,82.63,1.3425,0,1,0,0,2,0,7,0,0.0537,0
2,26.84,-0.1585,0,0,0,1,1,1,6,0,0.1977,0
1,101.63,0.7375,0,0,0,1,3,0,7,0,0.0001,0
3,98.08,-0.6345,0,0,0,2,4,1,4,0,0.0127,0
3,41.83,0.1719,0,1,0,1,4,2,5,0,0.2536,0
2,19.95,-1.0,1,1,1,1,3,0,2,1,0.0037,0
0,58.4,0.2772,1,1,0,0,3,0,3,0,0.0198,0
1,92.34,0.0995,0,0,0,1,1,2,7,0,0.2476,0
4,181.79,2.7426,1,0,1,2,6,2,13,5,0.613,1
0,43.56,0.7903,0,0,0,2,3,1,6,1,0.0598,0
2,68.81,0.0393,0,0,0,0,1,2,11,0,0.2512,0
1,15.36,-0.4082,0,0,0,2,1,1,7,0,0.0429,0
1,32.32,0.747,1,0,0,2,3,1,4,0,0.1526,0
7,73.32,2.6244,1,1,1,5,6,0,16,2,0.6364,1
0,9.44,-0.0263,1,0,0,2,6,1,9,0,0.3071,0
4,48.44,-0.5368,0,0,0,0,4,1,2,0,0.0177,0
1,11.14,-0.0615,0,1,0,1,3,0,5,0,0.0463,0
0,38.86,0.979,0,0,0,3,5,1,6,0,0.0407,0
1,23.97,0.0508,0,0,0,1,6,0,7,0,0.0885,0
1,93.18,0.2647,0,0,0,2,3,2,9,0,0.2465,0
1,66.44,-1.0,1,1,0,1,2,1,5,0,0.005,0
0,70.1,-0.7119,0,0,0,2,5,0,3,0,0.0252,0
2,93.56,-0.2684,0,0,0,1,3,2,6,0,0.0021,0
0,83.68,-0.7777,0,0,0,3,0,0,4,0,0.0161,0
1,28.61,1.2197,1,0,0,1,4,3,2,0,0.0675,0
0,86.29,0.7834,0,0,0,1,3,1,5,1,0.1537,0
6,118.6,4.1047,1,0,0,3,5,1,13,8,0.8431,1
1,28.86,0.4648,0,1,0,0,5,0,6,0,0.2272,0
2,77.63,0.4733,0,0,0,1,1,0,2,0,0.0251,0
3,34.38,0.7698,0,1,0,0,1,2,5,0,0.0003,0
1,57.45,0.6811,0,0,0,2,5,1,5,0,0.0063,0
2,15.54,0.1458,0,0,0,2,1,0,4,1,0.0007,0
0,38.57,0.9517,0,0,0,0,3,1,7,1,0.0135,0
4,96.72,-1.0,0,0,0,0,2,2,7,0,0.0009,0
1,8.18,-0.4807,0,1,0,1,3,0,4,2,0.0084,0
1,96.28,-1.0,0,0,0,1,4,0,5,0,0.026,0
2,80.6,-0.8237,0,0,0,2,1,3,3,2,0.0549,0
7,177.5,2.7917,1,1,0,5,5,9,21,2,0.6794,1
1,71.03,1.1988,0,1,0,1,1,0,5,0,0.0024,0
1,41.69,0.0919,0,1,0,3,3,2,0,1,0.0351,0
1,117.72,1.0888,0,0,0,1,7,2,2,0,0.2088,0
1,8.1,-0.0665,0,1,0,2,3,2,2,0,0.0549,0
4,93.38,0.5208,0,0,0,0,4,2,4,0,0.048,0
3,8.65,1.8445,0,0,0,0,3,5,4,0,0.155,0
3,38.88,-0.0332,0,0,0,1,1,2,7,0,0.2608,0
6,48.87,-1.0,0,0,0,1,1,1,6,1,0.0598,0
0,34.14,-0.2654,0,0,0,0,1,1,5,1,0.0443,0
1,26.91,-0.7819,1,0,0,0,3,1,2,0,0.0168,0
4,34.89,0.3249,0,0,0,2,1,3,7,0,0.0017,0
3,41.1,-0.7573,0,0,1,0,1,2,5,0,0.1527,0
2,14.71,-0.6472,0,0,0,1,3,2,2,0,0.0188,0
0,29.93,0.6388,0,0,0,2,2,1,4,1,0.1291,0
1,32.43,-0.3915,0,1,0,0,3,1,6,0,0.0,0
3,13.01,0.8259,0,0,0,0,4,1,5,0,0.3235,0
8,184.91,3.4705,1,1,1,4,9,5,24,5,0.8046,1
9,191.59,2.093,0,1,0,2,8,2,7,3,0.7893,1
1,27.16,-0.0761,0,0,0,2,3,1,4,0,0.0032,0
0,8.16,-0.8504,0,0,1,0,3,0,9,0,0.019,0
0,101.22,-0.6452,0,0,0,1,5,0,2,1,0.0071,0
13,126.76,3.0736,1,0,0,4,6,11,15,2,0.8728,1
0,25.48,-0.2162,0,0,0,0,2,0,3,0,0.0398,0
1,90.86,-0.2235,0,1,1,2,3,0,6,0,0.1346,0
2,31.09,0.5487,0,0,0,2,0,0,3,0,0.0002,0
2,55.99,0.1171,0,0,0,1,3,3,5,0,0.0491,0
2,79.9,-0.1388,0,0,0,2,2,1,3,0,0.1274,0
6,120.56,2.4646,0,0,1,7,8,5,14,2,0.6197,1
1,41.38,-0.6837,0,0,0,0,2,2,3,0,0.0609,0
0,99.59,-1.0,0,0,1,1,5,1,2,0,0.0239,0
4,19.35,0.4939,0,0,0,1,1,1,6,0,0.0017,0
1,37.96,-0.4306,0,0,0,4,4,0,4,0,0.0505,0
3,73.97,3.6626,0,1,1,1,9,5,12,5,0.5766,1
9,198.46,2.9733,0,0,0,5,9,1,11,1,0.9811,1
3,8.95,1.1487,0,0,1,0,2,0,5,1,0.0293,0
0,58.44,0.9524,0,0,0,3,3,3,7,1,0.0012,0
2,25.33,-0.5121,1,0,0,1,4,1,4,1,0.0017,0
3,93.25,0.3566,1,0,0,6,2,0,6,0,0.0668,0
1,99.98,-0.3643,0,0,0,2,3,2,8,0,0.0266,0
3,20.1,-0.0322,0,0,0,2,1,5,5,0,0.0511,0
2,87.84,0.9092,0,0,0,0,4,1,7,0,0.0068,0
13,148.28,3.9554,0,0,0,5,10,5,7,7,0.6941,1
1,13.06,-0.2417,0,0,0,0,4,0,4,0,0.8364,0
2,45.5,-0.7624,0,0,0,1,2,0,5,0,0.0599,0
1,98.74,0.6474,0,0,0,1,4,0,6,1,0.2234,0
1,82.37,0.3255,1,0,0,1,3,1,6,0,0.0645,0
2,78.72,0.7597,0,0,0,1,1,1,2,0,0.229,0
1,6.79,2.1059,0,0,0,0,4,0,4,0,0.0002,0
2,14.98,0.2154,0,1,0,1,3,0,5,0,0.0061,0
0,69.74,-1.0,0,0,0,0,5,0,4,0,0.0556,0
2,22.4,-0.7686,0,0,0,1,2,2,5,1,0.1407,0
0,19.61,-0.318,0,0,0,0,4,0,2,2,0.0631,0
0,27.48,-0.5646,0,0,0,2,4,1,4,1,0.0333,0
0,24.78,1.2609,0,0,0,1,5,0,3,0,0.0966,0
8,48.46,2.9747,0,0,0,4,8,5,14,4,0.5143,1
2,45.75,-0.8008,0,0,0,1,1,2,6,0,0.1926,0
0,57.86,0.7463,0,1,0,1,3,1,1,0,0.0074,0
2,59.03,-0.1409,0,1,0,0,3,0,2,0,0.0239,0
1,35.87,-0.1611,0,0,0,1,5,1,7,0,0.0047,0
5,48.98,1.079,0,0,1,2,4,1,9,1,0.0,0
11,34.29,3.4178,0,0,1,2,8,6,18,2,0.5817,1
1,4.2,0.0052,0,0,0,0,4,3,8,0,0.0261,0
2,118.08,0.1147,0,0,0,1,3,1,3,1,0.046,0
2,18.33,0.7029,0,0,0,2,2,2,4,0,0.0046,0
2,73.69,-1.0,0,0,0,2,0,1,5,2,0.0555,0
3,37.26,0.1346,0,0,0,1,6,2,2,0,0.2534,0
1,79.76,-0.8291,0,0,0,1,3,2,1,0,0.1092,0
4,44.63,-1.0,0,0,0,1,3,0,2,0,0.0245,0
12,84.82,2.6777,0,1,0,2,4,7,8,2,0.7585,1
1,63.41,1.3418,0,0,0,2,3,1,5,0,0.0218,0
9,18.75,2.3171,0,0,1,4,5,15,14,3,0.7628,1
0,123.7,0.1815,0,0,0,2,2,0,6,0,0.0921,0
1,42.59,0.3606,0,0,0,1,4,1,2,0,0.0207,0
1,9.81,0.2871,1,0,0,1,5,0,8,0,0.0004,0
1,5.32,-0.1006,0,0,0,2,3,2,6,0,0.0153,0
1,37.56,-0.0874,0,0,0,2,3,2,4,0,0.0475,0
1,57.43,-1.0,1,0,0,1,1,1,5,0,0.0019,0
1,69.09,1.1269,0,0,0,0,4,1,3,0,0.0088,0
2,16.4,1.2463,0,0,0,1,4,2,4,0,0.0586,0
8,179.19,3.4416,1,0,1,3,4,5,18,2,0.953,1
1,17.37,-0.3877,0,0,0,1,3,0,5,1,0.2303,0
5,20.36,-0.338,0,0,0,1,2,0,11,0,0.2294,0
8,69.85,2.5329,1,1,0,4,5,4,21,4,0.8952,1
0,10.98,-0.7517,0,0,0,1,1,1,14,0,0.0358,0
2,35.91,-0.7875,0,0,0,2,2,2,5,0,0.0274,0
2,4.18,-0.1091,0,0,0,0,1,1,7,0,0.0364,0
1,99.81,-1.0,0,0,0,2,3,2,7,0,0.2919,0
1,75.36,0.0441,0,0,0,2,2,0,9,0,0.1829,0
3,41.59,0.0469,0,0,0,1,1,0,3,1,0.1131,0
1,23.1,0.7135,0,0,0,1,3,1,5,0,0.0352,0
1,18.15,-0.532,0,0,0,1,7,2,7,0,0.4623,0
2,22.42,0.8123,1,0,0,1,3,0,7,0,0.1777,0
2,29.37,0.1606,0,0,0,0,4,1,2,0,0.057,0
3,76.97,0.3824,0,0,0,1,2,2,9,1,0.0046,0
3,23.48,0.8296,0,0,0,0,2,1,5,0,0.4709,0
2,50.89,-0.4393,0,0,0,2,6,0,3,1,0.0113,0
1,12.82,-1.0,0,0,0,1,3,0,5,1,0.0011,0
11,95.28,3.4837,1,1,1,6,6,3,9,4,0.8057,1
2,49.56,-0.7394,0,1,0,1,3,0,1,0,0.0673,0
1,57.41,-0.6844,0,1,0,2,3,1,3,1,0.1944,0
5,16.87,0.0933,1,0,0,0,4,0,2,1,0.1121,0
1,140.0,-0.9375,0,1,0,3,2,1,4,0,0.0911,0
2,40.75,-1.0,0,0,0,1,6,1,8,1,0.1927,0
0,40.85,0.3427,0,0,0,0,6,1,3,0,0.3744,0
0,24.77,0.1802,0,0,0,0,3,1,2,0,0.0453,0
10,67.18,1.3849,0,0,0,6,8,6,12,2,0.7941,1
1,49.21,0.7465,0,0,0,1,0,2,7,1,0.1744,0
1,68.66,0.2189,0,0,0,1,2,0,7,0,0.3733,0
1,32.17,-0.6346,0,0,0,0,3,1,4,0,0.1479,0
1,35.62,0.2573,1,0,0,0,3,0,8,1,0.0326,0
2,67.91,0.7444,0,0,0,2,2,2,6,1,0.1227,0
3,162.48,1.7445,1,0,1,3,8,3,14,3,0.4389,1
0,27.64,-0.8586,0,0,0,1,2,0,7,1,0.197,0
1,80.42,-0.4167,0,0,0,2,4,0,6,0,0.1627,0
2,64.01,-0.4912,0,0,0,2,2,1,4,0,0.1955,0
6,29.17,1.6051,0,0,1,1,4,1,4,0,0.1255,0
1,143.76,-0.0816,0,0,0,0,1,1,1,0,0.0127,0
1,85.73,0.0578,0,0,0,1,4,1,8,1,0.3452,0
1,84.83,-0.1437,0,1,0,1,2,0,8,0,0.018,0
2,22.87,-0.125,0,0,0,3,3,2,2,0,0.3134,0
7,134.31,2.4441,1,1,1,3,6,7,20,9,0.4812,1
2,29.26,0.2033,1,0,0,2,1,1,3,0,0.0009,0
1,46.69,0.3297,0,1,0,1,3,2,2,0,0.1904,0
2,28.19,-0.1638,0,0,1,2,2,1,5,0,0.1312,0
0,41.24,-0.1735,0,0,0,0,3,0,7,0,0.0165,0
1,72.96,-1.0,0,1,0,1,5,3,10,0,0.1357,0
2,6.43,-0.4597,0,0,0,1,0,1,8,0,0.0015,0
2,32.77,0.347,0,0,0,0,3,1,2,0,0.0038,0
2,31.89,0.0274,1,0,0,0,2,1,4,0,0.002,0
1,47.87,-0.329,0,0,0,0,2,2,3,0,0.2049,0
2,41.39,0.0987,0,0,0,2,3,1,5,1,0.0778,0
2,47.35,1.1174,0,0,0,3,2,1,5,1,0.0048,0
2,70.69,-0.9795,0,0,0,2,2,1,3,0,0.0631,0
4,9.74,-1.0,0,1,0,1,1,1,6,0,0.0044,0
1,11.77,1.2123,0,0,0,2,0,1,1,0,0.1412,0
0,11.04,0.4856,0,0,0,0,0,1,5,0,0.1406,0
0,10.12,1.0685,0,0,1,2,1,0,9,0,0.0271,0
1,74.41,-0.3842,0,0,0,2,5,0,0,0,0.142,0
1,36.38,-1.0,0,0,0,0,7,2,5,0,0.0031,0
1,75.9,0.8554,0,1,0,1,1,1,8,0,0.0271,0
2,33.22,-0.0506,0,0,0,3,5,3,4,0,0.001,0
4,21.82,-0.6168,0,0,0,1,4,3,1,0,0.0328,0
2,31.56,-0.2342,0,0,0,1,2,1,6,0,0.0502,0
2,153.29,2.318,1,1,1,3,6,7,12,3,0.9811,1
1,50.88,-0.3612,1,0,0,1,3,0,6,0,0.0466,0
0,28.98,0.3587,0,0,0,2,5,0,3,0,0.0509,0
0,123.6,0.2496,0,0,0,0,3,0,6,0,0.0508,0
3,60.69,0.7935,0,0,0,0,4,1,7,0,0.0001,0
12,190.71,1.5317,0,0,1,2,8,8,12,3,0.7141,1
1,19.45,-0.8158,0,0,0,4,3,0,7,0,0.1996,0
3,16.7,-0.2559,0,0,0,1,3,2,5,0,0.0004,0
1,61.41,0.1675,1,0,0,1,2,0,2,0,0.0001,0
0,49.34,-1.0,0,0,0,2,2,1,5,0,0.0,0
9,149.15,2.8143,0,1,1,1,6,4,20,5,0.8145,1
1,5.75,-1.0,0,0,0,0,1,1,6,1,0.0029,0
3,15.46,0.6581,0,1,0,0,1,1,5,0,0.2582,0
1,34.59,1.2716,0,0,0,1,3,2,3,2,0.0011,0
0,12.67,0.1902,0,0,0,0,2,0,4,0,0.2024,0
9,124.48,1.9665,1,1,1,7,5,4,11,4,0.8465,1
0,17.21,-0.4263,0,0,1,1,5,0,8,0,0.0061,0
1,54.81,-0.1216,0,0,1,1,2,0,6,0,0.1784,0
1,84.75,0.2147,0,0,0,2,4,0,3,1,0.1359,0
2,5.87,0.9253,0,0,1,1,3,0,5,0,0.0011,0
3,41.5,-0.6906,0,0,0,0,2,2,2,0,0.0153,0
0,23.04,0.7342,0,0,1,3,3,1,4,0,0.0123,0
2,36.09,-0.6509,0,0,0,2,3,0,5,0,0.1721,0
11,93.71,1.9662,1,0,1,3,7,4,17,1,0.7471,1
1,37.94,0.4446,0,1,0,1,5,0,7,1,0.075,0
3,44.67,0.3109,0,1,0,5,2,0,5,1,0.0118,0
6,152.56,3.593,0,1,0,2,13,7,16,1,0.5835,1
1,42.89,-0.7636,0,0,0,2,8,1,3,0,0.0,0
0,63.63,-0.6802,0,0,0,1,6,0,7,1,0.0065,0
0,44.07,0.104,0,0,0,2,1,1,6,1,0.0889,0
0,84.86,-0.3078,0,0,0,1,1,0,7,0,0.0822,0
2,114.78,0.5255,0,0,0,2,6,0,5,0,0.1756,0
1,31.98,2.0243,0,0,0,2,4,0,4,0,0.0055,0
0,152.66,0.181,0,0,0,0,5,1,7,0,0.0968,0
3,56.47,0.9529,0,0,0,2,0,4,6,0,0.021,0
2,18.91,1.0529,0,0,0,2,7,1,5,0,0.1351,0
0,48.74,-0.8565,0,0,0,0,6,0,5,0,0.1798,0
2,81.33,0.2181,0,1,0,0,2,3,7,0,0.0082,0
5,162.64,3.5845,1,1,1,3,8,8,11,3,0.6701,1
2,33.29,0.0883,0,0,0,2,2,1,8,0,0.0073,0
1,7.85,0.1725,0,0,0,0,1,1,11,0,0.0166,0
1,26.85,1.6215,0,0,0,4,5,2,2,0,0.002,0
9,70.14,0.7948,0,1,1,5,9,5,18,2,0.582,1
2,99.3,-0.6,0,0,0,1,5,0,2,0,0.3427,0
1,2.44,-1.0,0,0,0,0,10,1,2,2,0.1344,0
1,10.9,-0.0145,0,0,1,1,3,0,4,0,0.0029,0
1,99.63,-0.7151,0,0,0,0,4,4,8,1,0.0132,0
1,12.44,-0.7301,0,0,0,3,3,0,1,0,0.1796,0
1,85.38,0.4833,0,1,0,1,4,0,5,1,0.0505,0
0,8.9,0.2895,0,0,0,2,5,3,4,0,0.0631,0
3,12.94,-1.0,0,1,0,0,2,1,4,0,0.0173,0
0,22.24,-0.323,0,0,0,0,4,0,7,0,0.0002,0
2,5.26,0.1753,1,0,0,1,4,0,5,0,0.0809,0
3,15.2,-0.2585,0,0,0,3,2,0,4,0,0.0101,0
1,70.19,-0.302,0,0,0,1,3,0,3,1,0.0579,0
6,168.52,3.9191,1,0,1,1,5,9,20,5,0.8167,1
4,30.67,-0.2413,0,0,0,0,0,3,3,0,0.1323,0
10,295.37,2.5829,1,0,0,3,7,4,22,4,0.8791,1
1,31.67,-0.3966,0,0,0,1,4,0,9,0,0.2247,0
0,91.5,-1.0,0,0,0,0,3,1,9,1,0.0013,0
1,16.72,0.7902,0,0,0,0,6,2,3,0,0.0004,0
2,62.11,-0.1461,0,0,0,0,0,0,3,1,0.0003,0
5,50.24,0.4889,0,0,0,1,4,1,4,0,0.0821,0
3,14.62,1.2699,0,0,0,1,1,1,7,1,0.0866,0
1,34.71,-0.1744,0,0,0,1,2,1,2,1,0.0615,0
1,67.03,-1.0,0,0,0,0,4,2,3,2,0.0193,0
0,154.32,-0.7226,0,0,0,0,6,1,5,0,0.0847,0
0,32.51,-0.431,0,1,0,0,2,1,4,1,0.0019,0
0,16.53,-0.8836,0,0,0,0,4,0,4,1,0.1584,0
9,165.82,2.8709,1,1,0,9,6,6,11,6,0.9185,1
5,13.4,-0.3123,0,0,0,3,5,2,8,0,0.0133,0
2,63.71,0.4207,0,0,0,3,6,2,8,0,0.067,0
1,131.47,-0.1926,0,0,0,1,4,2,4,0,0.0367,0
0,30.8,0.7076,0,0,0,0,1,1,1,0,0.0082,0
1,68.38,0.0249,0,0,0,0,4,0,9,1,0.0003,0
8,118.88,2.4214,1,1,1,2,7,3,14,6,0.5989,1
1,28.84,0.0914,0,0,0,1,6,2,7,0,0.0243,0
2,71.02,-1.0,0,0,0,0,4,0,4,0,0.2139,0
3,38.72,1.2155,0,0,0,2,3,1,4,0,0.1991,0
1,11.61,0.4671,0,0,0,4,2,0,5,0,0.1471,0
0,5.18,0.2629,1,0,0,0,1,1,2,1,0.2213,0
2,53.94,1.0179,0,0,0,0,0,1,3,0,0.0904,0
4,15.32,0.695,0,1,0,1,5,0,3,1,0.0103,0
1,24.25,1.2807,0,0,0,1,3,1,7,0,0.0287,0
5,45.23,3.1887,0,1,0,2,8,4,17,2,0.9146,1
5,195.3,2.094,1,1,1,4,4,3,12,2,0.9646,1
2,54.96,0.1713,0,0,0,3,1,0,2,1,0.0443,0
1,44.43,-0.8419,0,0,0,0,1,1,2,2,0.0064,0
0,90.31,0.2977,0,1,0,0,1,0,3,0,0.0351,0
3,78.87,-0.8878,0,0,0,1,2,0,6,0,0.2226,0
3,73.17,0.8437,0,0,0,2,2,2,5,0,0.3122,0
1,22.86,1.3643,0,1,0,0,1,1,7,1,0.002,0
10,165.99,3.3594,0,1,0,3,9,4,12,4,0.5834,1
2,34.54,0.9554,0,0,0,0,2,1,6,0,0.0238,0
1,63.84,0.2008,0,0,0,2,2,1,4,1,0.021,0
0,72.21,-0.5706,0,0,0,1,2,3,6,0,0.0012,0
1,53.03,0.0002,0,1,0,2,0,1,4,0,0.0078,0
1,142.09,-0.0325,0,0,1,2,1,1,8,0,0.0003,0
5,159.94,1.5151,0,1,1,0,7,5,18,7,0.4269,1
0,25.54,0.2503,0,0,0,0,3,2,2,0,0.0287,0
2,43.41,0.384,0,0,0,2,2,0,5,0,0.0486,0
1,5.34,0.3465,0,0,0,1,3,0,4,0,0.0712,0
1,22.51,1.84,0,0,0,1,6,1,4,0,0.0495,0
1,28.43,-0.6611,0,0,0,1,2,4,3,0,0.1198,0
4,21.75,1.0161,0,0,0,1,4,0,3,2,0.0518,0
2,65.38,-0.4719,0,1,0,1,2,1,5,0,0.4074,0
0,87.42,-0.4756,0,0,0,0,8,0,2,0,0.0443,0
1,65.11,0.0373,0,1,0,1,3,0,3,0,0.0341,0
1,3.45,-0.2478,0,0,0,3,5,1,2,0,0.0108,0
8,221.95,2.3664,1,1,0,2,8,8,21,2,0.6854,1
1,126.81,-0.3201,0,1,0,1,0,3,6,0,0.5001,0
1,35.09,-1.0,1,0,0,1,2,1,3,0,0.209,0
7,121.17,2.7819,1,0,0,3,6,11,14,5,0.7168,1
1,100.68,-1.0,0,0,0,4,2,2,7,0,0.0714,0
1,68.71,-0.1877,0,1,0,1,4,3,7,0,0.0899,0
1,17.83,-0.2977,0,0,0,1,3,5,4,1,0.0295,0
1,38.59,-0.3147,0,0,1,1,3,3,5,0,0.034,0
1,9.81,0.5738,0,0,0,1,3,0,4,0,0.2076,0
1,21.6,-0.1997,0,0,0,1,3,1,6,0,0.0048,0
2,17.01,0.8852,0,0,0,2,3,1,4,0,0.2055,0
0,17.88,0.255,0,1,0,2,3,1,5,0,0.0365,0
1,15.91,1.018,0,0,0,2,3,2,3,0,0.002,0
3,89.11,0.098,0,0,0,1,1,4,5,0,0.0636,0
1,29.89,-0.1066,0,0,0,1,4,0,6,0,0.1404,0
2,54.93,1.2066,0,0,0,0,2,0,4,0,0.0708,0
3,151.68,1.9621,1,0,0,2,6,2,15,3,0.9177,1
2,30.89,0.1543,0,0,0,2,5,3,5,0,0.1554,0
3,27.14,-0.1967,0,0,0,1,5,2,5,0,0.012,0
8,116.47,3.389,1,0,1,5,7,7,14,0,0.3555,1
7,60.46,1.7712,1,1,0,4,7,4,19,5,0.6909,1
1,48.58,-0.2284,0,0,0,3,3,1,2,0,0.5158,0
2,50.9,-1.0,0,0,0,0,2,0,8,0,0.4145,0
4,43.18,0.0351,0,0,0,1,5,0,5,0,0.0001,0
2,92.62,0.4125,0,1,0,0,3,2,3,0,0.147,0
11,233.79,3.8233,0,0,0,6,9,5,15,2,0.7545,1
13,226.35,2.4702,1,1,0,5,6,2,19,2,0.4152,1
0,39.21,0.6857,0,0,0,0,3,0,7,1,0.0241,0
4,28.29,0.7477,0,0,0,1,2,1,2,0,0.0314,0
3,77.67,-0.6147,0,0,0,2,1,1,8,0,0.0686,0
2,143.4,-1.0,0,0,0,1,0,2,4,2,0.0764,0
4,95.58,0.7228,0,1,0,0,3,3,13,0,0.0788,0
1,125.12,-1.0,0,0,0,0,0,3,7,1,0.4264,0
1,31.0,0.6265,0,0,1,1,4,0,5,0,0.0005,0
1,52.35,0.417,0,0,1,1,4,4,8,1,0.0732,0
1,98.15,-0.7409,0,0,0,2,2,1,5,0,0.1969,0
1,18.93,0.5251,0,1,0,0,3,2,5,0,0.0396,0
0,22.58,0.3674,0,0,0,1,1,3,7,0,0.0023,0
